model_name,model_size,prompt_id,num_runs,ttft_mean_ms,ttft_std_ms,ttft_min_ms,ttft_max_ms,ttft_median_ms,tps_mean,tps_std,tps_min,tps_max,tps_median,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,prompt_tokens_mean,output_tokens_mean,parameter_group,architecture,specialization,prompt_category,peak_memory_mb_mean,truncation_rate,cpu_percent_mean,accelerator_percent_mean,memory_used_mb_mean,power_watts_mean,backend,npu_utilization_percent_mean,npu_power_watts_mean,hailort_version
llama3.2:1b,1B,scene_description,1,1922.96,0.0,1922.96,1922.96,1922.96,0.63,0.0,0.63,0.63,0.63,149093.84,0.0,149093.84,149093.84,69,92,1B,dense,general,drone,51.3,0.0,99.6,,2320.0,,ollama-cpu,,,
llama3.2:1b,1B,target_identification,1,1921.87,0.0,1921.87,1921.87,1921.87,0.62,0.0,0.62,0.62,0.62,415085.26,0.0,415085.26,415085.26,58,256,1B,dense,general,drone,58.9,1.0,99.6,,2322.0,,ollama-cpu,,,
llama3.2:1b,1B,mission_preflight,1,1921.71,0.0,1921.71,1921.71,1921.71,0.62,0.0,0.62,0.62,0.62,414567.07,0.0,414567.07,414567.07,57,256,1B,dense,general,drone,59.6,1.0,99.7,,2328.8,,ollama-cpu,,,
llama3.2:1b,1B,telemetry_interpretation,1,1929.33,0.0,1929.33,1929.33,1929.33,0.63,0.0,0.63,0.63,0.63,87534.09,0.0,87534.09,87534.09,77,54,1B,dense,general,drone,59.6,0.0,99.5,,2344.8,,ollama-cpu,,,
llama3.2:1b,1B,hazard_reasoning,1,1920.29,0.0,1920.29,1920.29,1920.29,0.62,0.0,0.62,0.62,0.62,414384.42,0.0,414384.42,414384.42,65,256,1B,dense,general,drone,59.6,1.0,99.7,,2333.3,,ollama-cpu,,,
llama3.2:1b,1B,unsupported-on-this-hardware,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,0.0,,,,,hailo-10h,,,
