platform,cpu_model,accelerator,ram_size_gb,os_version,num_benchmark_runs,num_yolo_results,num_llm_results,yolo_avg_fps,yolo_avg_latency_ms,llm_avg_tps,llm_avg_ttft_ms
rpi_ai_hat_plus,Raspberry Pi 5 Model B Rev 1.1,Hailo-8 NPU (26 TOPS),15.8,Debian GNU/Linux 12 (bookworm),13,9,6,68.1,15.58,0.52,1602.69
