platform,cpu_model,accelerator,ram_size_gb,os_version,num_benchmark_runs,num_yolo_results,num_llm_results,yolo_avg_fps,yolo_avg_latency_ms,llm_avg_tps,llm_avg_ttft_ms
rpi_ai_hat_plus_2,Raspberry Pi 5 Model B Rev 1.0,Hailo-10H NPU,4.0,Debian GNU/Linux 12 (bookworm),11,8,5,15.26,66.71,6.85,450.39
